id,nadir,catid,x,y,tile_id,fold
Atlanta_nadir10_catid_1030010003993E00_733151_3730089,10,1030010003993E00,733151,3730089,733151_3730089,3
Atlanta_nadir10_catid_1030010003993E00_733151_3730539,10,1030010003993E00,733151,3730539,733151_3730539,8
Atlanta_nadir10_catid_1030010003993E00_733151_3731439,10,1030010003993E00,733151,3731439,733151_3731439,9
Atlanta_nadir10_catid_1030010003993E00_733151_3732789,10,1030010003993E00,733151,3732789,733151_3732789,11
Atlanta_nadir10_catid_1030010003993E00_733151_3733239,10,1030010003993E00,733151,3733239,733151_3733239,5
Atlanta_nadir10_catid_1030010003993E00_733151_3734139,10,1030010003993E00,733151,3734139,733151_3734139,1
Atlanta_nadir10_catid_1030010003993E00_733151_3734589,10,1030010003993E00,733151,3734589,733151_3734589,14
Atlanta_nadir10_catid_1030010003993E00_733151_3735489,10,1030010003993E00,733151,3735489,733151_3735489,1
Atlanta_nadir10_catid_1030010003993E00_733151_3737739,10,1030010003993E00,733151,3737739,733151_3737739,2
Atlanta_nadir10_catid_1030010003993E00_733151_3738189,10,1030010003993E00,733151,3738189,733151_3738189,6
Atlanta_nadir10_catid_1030010003993E00_733151_3738639,10,1030010003993E00,733151,3738639,733151_3738639,4
Atlanta_nadir10_catid_1030010003993E00_733151_3739089,10,1030010003993E00,733151,3739089,733151_3739089,2
Atlanta_nadir10_catid_1030010003993E00_733151_3739539,10,1030010003993E00,733151,3739539,733151_3739539,7
Atlanta_nadir10_catid_1030010003993E00_733151_3739989,10,1030010003993E00,733151,3739989,733151_3739989,12
Atlanta_nadir10_catid_1030010003993E00_733151_3740889,10,1030010003993E00,733151,3740889,733151_3740889,15
Atlanta_nadir10_catid_1030010003993E00_733151_3741789,10,1030010003993E00,733151,3741789,733151_3741789,6
Atlanta_nadir10_catid_1030010003993E00_733151_3742689,10,1030010003993E00,733151,3742689,733151_3742689,13
Atlanta_nadir10_catid_1030010003993E00_733601_3721089,10,1030010003993E00,733601,3721089,733601_3721089,7
Atlanta_nadir10_catid_1030010003993E00_733601_3721539,10,1030010003993E00,733601,3721539,733601_3721539,7
Atlanta_nadir10_catid_1030010003993E00_733601_3721989,10,1030010003993E00,733601,3721989,733601_3721989,11
Atlanta_nadir10_catid_1030010003993E00_733601_3722439,10,1030010003993E00,733601,3722439,733601_3722439,1
Atlanta_nadir10_catid_1030010003993E00_733601_3724239,10,1030010003993E00,733601,3724239,733601_3724239,3
Atlanta_nadir10_catid_1030010003993E00_733601_3724689,10,1030010003993E00,733601,3724689,733601_3724689,5
Atlanta_nadir10_catid_1030010003993E00_733601_3725139,10,1030010003993E00,733601,3725139,733601_3725139,4
Atlanta_nadir10_catid_1030010003993E00_733601_3725589,10,1030010003993E00,733601,3725589,733601_3725589,9
Atlanta_nadir10_catid_1030010003993E00_733601_3726039,10,1030010003993E00,733601,3726039,733601_3726039,10
Atlanta_nadir10_catid_1030010003993E00_733601_3726489,10,1030010003993E00,733601,3726489,733601_3726489,11
Atlanta_nadir10_catid_1030010003993E00_733601_3727389,10,1030010003993E00,733601,3727389,733601_3727389,8
Atlanta_nadir10_catid_1030010003993E00_733601_3727839,10,1030010003993E00,733601,3727839,733601_3727839,2
Atlanta_nadir10_catid_1030010003993E00_733601_3728289,10,1030010003993E00,733601,3728289,733601_3728289,14
Atlanta_nadir10_catid_1030010003993E00_733601_3729189,10,1030010003993E00,733601,3729189,733601_3729189,4
Atlanta_nadir10_catid_1030010003993E00_733601_3730089,10,1030010003993E00,733601,3730089,733601_3730089,0
Atlanta_nadir10_catid_1030010003993E00_733601_3730539,10,1030010003993E00,733601,3730539,733601_3730539,1
Atlanta_nadir10_catid_1030010003993E00_733601_3731439,10,1030010003993E00,733601,3731439,733601_3731439,3
Atlanta_nadir10_catid_1030010003993E00_733601_3731889,10,1030010003993E00,733601,3731889,733601_3731889,6
Atlanta_nadir10_catid_1030010003993E00_733601_3732789,10,1030010003993E00,733601,3732789,733601_3732789,10
Atlanta_nadir10_catid_1030010003993E00_733601_3733239,10,1030010003993E00,733601,3733239,733601_3733239,12
Atlanta_nadir10_catid_1030010003993E00_733601_3733689,10,1030010003993E00,733601,3733689,733601_3733689,15
Atlanta_nadir10_catid_1030010003993E00_733601_3735489,10,1030010003993E00,733601,3735489,733601_3735489,0
Atlanta_nadir10_catid_1030010003993E00_733601_3735939,10,1030010003993E00,733601,3735939,733601_3735939,12
Atlanta_nadir10_catid_1030010003993E00_733601_3736389,10,1030010003993E00,733601,3736389,733601_3736389,2
Atlanta_nadir10_catid_1030010003993E00_733601_3736839,10,1030010003993E00,733601,3736839,733601_3736839,9
Atlanta_nadir10_catid_1030010003993E00_733601_3737739,10,1030010003993E00,733601,3737739,733601_3737739,5
Atlanta_nadir10_catid_1030010003993E00_733601_3740439,10,1030010003993E00,733601,3740439,733601_3740439,6
Atlanta_nadir10_catid_1030010003993E00_733601_3741339,10,1030010003993E00,733601,3741339,733601_3741339,13
Atlanta_nadir10_catid_1030010003993E00_733601_3741789,10,1030010003993E00,733601,3741789,733601_3741789,8
Atlanta_nadir10_catid_1030010003993E00_733601_3742239,10,1030010003993E00,733601,3742239,733601_3742239,13
Atlanta_nadir10_catid_1030010003993E00_734051_3721539,10,1030010003993E00,734051,3721539,734051_3721539,1
Atlanta_nadir10_catid_1030010003993E00_734051_3722439,10,1030010003993E00,734051,3722439,734051_3722439,8
Atlanta_nadir10_catid_1030010003993E00_734051_3722889,10,1030010003993E00,734051,3722889,734051_3722889,12
Atlanta_nadir10_catid_1030010003993E00_734051_3724239,10,1030010003993E00,734051,3724239,734051_3724239,0
Atlanta_nadir10_catid_1030010003993E00_734051_3725589,10,1030010003993E00,734051,3725589,734051_3725589,2
Atlanta_nadir10_catid_1030010003993E00_734051_3726039,10,1030010003993E00,734051,3726039,734051_3726039,5
Atlanta_nadir10_catid_1030010003993E00_734051_3726489,10,1030010003993E00,734051,3726489,734051_3726489,5
Atlanta_nadir10_catid_1030010003993E00_734051_3727389,10,1030010003993E00,734051,3727389,734051_3727389,10
Atlanta_nadir10_catid_1030010003993E00_734051_3727839,10,1030010003993E00,734051,3727839,734051_3727839,10
Atlanta_nadir10_catid_1030010003993E00_734051_3728289,10,1030010003993E00,734051,3728289,734051_3728289,12
Atlanta_nadir10_catid_1030010003993E00_734051_3728739,10,1030010003993E00,734051,3728739,734051_3728739,8
Atlanta_nadir10_catid_1030010003993E00_734051_3729639,10,1030010003993E00,734051,3729639,734051_3729639,3
Atlanta_nadir10_catid_1030010003993E00_734051_3730089,10,1030010003993E00,734051,3730089,734051_3730089,15
Atlanta_nadir10_catid_1030010003993E00_734051_3730539,10,1030010003993E00,734051,3730539,734051_3730539,3
Atlanta_nadir10_catid_1030010003993E00_734051_3730989,10,1030010003993E00,734051,3730989,734051_3730989,4
Atlanta_nadir10_catid_1030010003993E00_734051_3731439,10,1030010003993E00,734051,3731439,734051_3731439,4
Atlanta_nadir10_catid_1030010003993E00_734051_3732339,10,1030010003993E00,734051,3732339,734051_3732339,7
Atlanta_nadir10_catid_1030010003993E00_734051_3732789,10,1030010003993E00,734051,3732789,734051_3732789,0
Atlanta_nadir10_catid_1030010003993E00_734051_3733239,10,1030010003993E00,734051,3733239,734051_3733239,11
Atlanta_nadir10_catid_1030010003993E00_734051_3734139,10,1030010003993E00,734051,3734139,734051_3734139,13
Atlanta_nadir10_catid_1030010003993E00_734051_3734589,10,1030010003993E00,734051,3734589,734051_3734589,15
Atlanta_nadir10_catid_1030010003993E00_734051_3736389,10,1030010003993E00,734051,3736389,734051_3736389,9
Atlanta_nadir10_catid_1030010003993E00_734051_3736839,10,1030010003993E00,734051,3736839,734051_3736839,13
Atlanta_nadir10_catid_1030010003993E00_734051_3737289,10,1030010003993E00,734051,3737289,734051_3737289,0
Atlanta_nadir10_catid_1030010003993E00_734051_3737739,10,1030010003993E00,734051,3737739,734051_3737739,7
Atlanta_nadir10_catid_1030010003993E00_734051_3738189,10,1030010003993E00,734051,3738189,734051_3738189,6
Atlanta_nadir10_catid_1030010003993E00_734051_3738639,10,1030010003993E00,734051,3738639,734051_3738639,2
Atlanta_nadir10_catid_1030010003993E00_734051_3739089,10,1030010003993E00,734051,3739089,734051_3739089,6
Atlanta_nadir10_catid_1030010003993E00_734051_3740889,10,1030010003993E00,734051,3740889,734051_3740889,11
Atlanta_nadir10_catid_1030010003993E00_734051_3741339,10,1030010003993E00,734051,3741339,734051_3741339,1
Atlanta_nadir10_catid_1030010003993E00_734051_3741789,10,1030010003993E00,734051,3741789,734051_3741789,14
Atlanta_nadir10_catid_1030010003993E00_734051_3742689,10,1030010003993E00,734051,3742689,734051_3742689,9
Atlanta_nadir10_catid_1030010003993E00_734051_3743589,10,1030010003993E00,734051,3743589,734051_3743589,14
Atlanta_nadir10_catid_1030010003993E00_734501_3720639,10,1030010003993E00,734501,3720639,734501_3720639,7
Atlanta_nadir10_catid_1030010003993E00_734501_3721089,10,1030010003993E00,734501,3721089,734501_3721089,7
Atlanta_nadir10_catid_1030010003993E00_734501_3721539,10,1030010003993E00,734501,3721539,734501_3721539,11
Atlanta_nadir10_catid_1030010003993E00_734501_3722889,10,1030010003993E00,734501,3722889,734501_3722889,1
Atlanta_nadir10_catid_1030010003993E00_734501_3725139,10,1030010003993E00,734501,3725139,734501_3725139,3
Atlanta_nadir10_catid_1030010003993E00_734501_3726489,10,1030010003993E00,734501,3726489,734501_3726489,5
Atlanta_nadir10_catid_1030010003993E00_734501_3726939,10,1030010003993E00,734501,3726939,734501_3726939,4
Atlanta_nadir10_catid_1030010003993E00_734501_3727389,10,1030010003993E00,734501,3727389,734501_3727389,9
Atlanta_nadir10_catid_1030010003993E00_734501_3727839,10,1030010003993E00,734501,3727839,734501_3727839,10
Atlanta_nadir10_catid_1030010003993E00_734501_3728739,10,1030010003993E00,734501,3728739,734501_3728739,12
Atlanta_nadir10_catid_1030010003993E00_734501_3729189,10,1030010003993E00,734501,3729189,734501_3729189,8
Atlanta_nadir10_catid_1030010003993E00_734501_3729639,10,1030010003993E00,734501,3729639,734501_3729639,2
Atlanta_nadir10_catid_1030010003993E00_734501_3730089,10,1030010003993E00,734501,3730089,734501_3730089,14
Atlanta_nadir10_catid_1030010003993E00_734501_3730539,10,1030010003993E00,734501,3730539,734501_3730539,4
Atlanta_nadir10_catid_1030010003993E00_734501_3731439,10,1030010003993E00,734501,3731439,734501_3731439,0
Atlanta_nadir10_catid_1030010003993E00_734501_3732789,10,1030010003993E00,734501,3732789,734501_3732789,1
Atlanta_nadir10_catid_1030010003993E00_734501_3733239,10,1030010003993E00,734501,3733239,734501_3733239,3
Atlanta_nadir10_catid_1030010003993E00_734501_3734139,10,1030010003993E00,734501,3734139,734501_3734139,6
Atlanta_nadir10_catid_1030010003993E00_734501_3736389,10,1030010003993E00,734501,3736389,734501_3736389,10
Atlanta_nadir10_catid_1030010003993E00_734501_3736839,10,1030010003993E00,734501,3736839,734501_3736839,12
Atlanta_nadir10_catid_1030010003993E00_734501_3737289,10,1030010003993E00,734501,3737289,734501_3737289,15
Atlanta_nadir10_catid_1030010003993E00_734501_3738189,10,1030010003993E00,734501,3738189,734501_3738189,0
Atlanta_nadir10_catid_1030010003993E00_734501_3738639,10,1030010003993E00,734501,3738639,734501_3738639,13
Atlanta_nadir10_catid_1030010003993E00_734501_3739539,10,1030010003993E00,734501,3739539,734501_3739539,5
Atlanta_nadir10_catid_1030010003993E00_734501_3739989,10,1030010003993E00,734501,3739989,734501_3739989,2
Atlanta_nadir10_catid_1030010003993E00_734501_3740439,10,1030010003993E00,734501,3740439,734501_3740439,9
Atlanta_nadir10_catid_1030010003993E00_734501_3740889,10,1030010003993E00,734501,3740889,734501_3740889,11
Atlanta_nadir10_catid_1030010003993E00_734501_3742239,10,1030010003993E00,734501,3742239,734501_3742239,6
Atlanta_nadir10_catid_1030010003993E00_734501_3742689,10,1030010003993E00,734501,3742689,734501_3742689,13
Atlanta_nadir10_catid_1030010003993E00_734501_3743139,10,1030010003993E00,734501,3743139,734501_3743139,8
Atlanta_nadir10_catid_1030010003993E00_734501_3743589,10,1030010003993E00,734501,3743589,734501_3743589,14
Atlanta_nadir10_catid_1030010003993E00_734951_3720639,10,1030010003993E00,734951,3720639,734951_3720639,6
Atlanta_nadir10_catid_1030010003993E00_734951_3721989,10,1030010003993E00,734951,3721989,734951_3721989,6
Atlanta_nadir10_catid_1030010003993E00_734951_3722439,10,1030010003993E00,734951,3722439,734951_3722439,10
Atlanta_nadir10_catid_1030010003993E00_734951_3722889,10,1030010003993E00,734951,3722889,734951_3722889,0
Atlanta_nadir10_catid_1030010003993E00_734951_3723339,10,1030010003993E00,734951,3723339,734951_3723339,2
Atlanta_nadir10_catid_1030010003993E00_734951_3723789,10,1030010003993E00,734951,3723789,734951_3723789,4
Atlanta_nadir10_catid_1030010003993E00_734951_3724239,10,1030010003993E00,734951,3724239,734951_3724239,4
Atlanta_nadir10_catid_1030010003993E00_734951_3724689,10,1030010003993E00,734951,3724689,734951_3724689,8
Atlanta_nadir10_catid_1030010003993E00_734951_3725139,10,1030010003993E00,734951,3725139,734951_3725139,9
Atlanta_nadir10_catid_1030010003993E00_734951_3726039,10,1030010003993E00,734951,3726039,734951_3726039,10
Atlanta_nadir10_catid_1030010003993E00_734951_3726489,10,1030010003993E00,734951,3726489,734951_3726489,7
Atlanta_nadir10_catid_1030010003993E00_734951_3727839,10,1030010003993E00,734951,3727839,734951_3727839,0
Atlanta_nadir10_catid_1030010003993E00_734951_3728739,10,1030010003993E00,734951,3728739,734951_3728739,14
Atlanta_nadir10_catid_1030010003993E00_734951_3730989,10,1030010003993E00,734951,3730989,734951_3730989,1
Atlanta_nadir10_catid_1030010003993E00_734951_3731439,10,1030010003993E00,734951,3731439,734951_3731439,2
Atlanta_nadir10_catid_1030010003993E00_734951_3732789,10,1030010003993E00,734951,3732789,734951_3732789,3
Atlanta_nadir10_catid_1030010003993E00_734951_3734139,10,1030010003993E00,734951,3734139,734951_3734139,1
Atlanta_nadir10_catid_1030010003993E00_734951_3735039,10,1030010003993E00,734951,3735039,734951_3735039,8
Atlanta_nadir10_catid_1030010003993E00_734951_3735939,10,1030010003993E00,734951,3735939,734951_3735939,9
Atlanta_nadir10_catid_1030010003993E00_734951_3736389,10,1030010003993E00,734951,3736389,734951_3736389,11
Atlanta_nadir10_catid_1030010003993E00_734951_3736839,10,1030010003993E00,734951,3736839,734951_3736839,15
Atlanta_nadir10_catid_1030010003993E00_734951_3739539,10,1030010003993E00,734951,3739539,734951_3739539,3
Atlanta_nadir10_catid_1030010003993E00_734951_3739989,10,1030010003993E00,734951,3739989,734951_3739989,11
Atlanta_nadir10_catid_1030010003993E00_734951_3740439,10,1030010003993E00,734951,3740439,734951_3740439,5
Atlanta_nadir10_catid_1030010003993E00_734951_3741339,10,1030010003993E00,734951,3741339,734951_3741339,5
Atlanta_nadir10_catid_1030010003993E00_734951_3741789,10,1030010003993E00,734951,3741789,734951_3741789,12
Atlanta_nadir10_catid_1030010003993E00_734951_3743139,10,1030010003993E00,734951,3743139,734951_3743139,7
Atlanta_nadir10_catid_1030010003993E00_734951_3743589,10,1030010003993E00,734951,3743589,734951_3743589,13
Atlanta_nadir10_catid_1030010003993E00_735401_3720639,10,1030010003993E00,735401,3720639,735401_3720639,5
Atlanta_nadir10_catid_1030010003993E00_735401_3722889,10,1030010003993E00,735401,3722889,735401_3722889,5
Atlanta_nadir10_catid_1030010003993E00_735401_3723789,10,1030010003993E00,735401,3723789,735401_3723789,9
Atlanta_nadir10_catid_1030010003993E00_735401_3724239,10,1030010003993E00,735401,3724239,735401_3724239,1
Atlanta_nadir10_catid_1030010003993E00_735401_3724689,10,1030010003993E00,735401,3724689,735401_3724689,2
Atlanta_nadir10_catid_1030010003993E00_735401_3725589,10,1030010003993E00,735401,3725589,735401_3725589,3
Atlanta_nadir10_catid_1030010003993E00_735401_3728289,10,1030010003993E00,735401,3728289,735401_3728289,3
Atlanta_nadir10_catid_1030010003993E00_735401_3728739,10,1030010003993E00,735401,3728739,735401_3728739,8
Atlanta_nadir10_catid_1030010003993E00_735401_3729189,10,1030010003993E00,735401,3729189,735401_3729189,8
Atlanta_nadir10_catid_1030010003993E00_735401_3729639,10,1030010003993E00,735401,3729639,735401_3729639,10
Atlanta_nadir10_catid_1030010003993E00_735401_3730089,10,1030010003993E00,735401,3730089,735401_3730089,6
Atlanta_nadir10_catid_1030010003993E00_735401_3731889,10,1030010003993E00,735401,3731889,735401_3731889,0
Atlanta_nadir10_catid_1030010003993E00_735401_3732339,10,1030010003993E00,735401,3732339,735401_3732339,14
Atlanta_nadir10_catid_1030010003993E00_735401_3733239,10,1030010003993E00,735401,3733239,735401_3733239,2
Atlanta_nadir10_catid_1030010003993E00_735401_3733689,10,1030010003993E00,735401,3733689,735401_3733689,0
Atlanta_nadir10_catid_1030010003993E00_735401_3735039,10,1030010003993E00,735401,3735039,735401_3735039,1
Atlanta_nadir10_catid_1030010003993E00_735401_3735489,10,1030010003993E00,735401,3735489,735401_3735489,7
Atlanta_nadir10_catid_1030010003993E00_735401_3736389,10,1030010003993E00,735401,3736389,735401_3736389,4
Atlanta_nadir10_catid_1030010003993E00_735401_3736839,10,1030010003993E00,735401,3736839,735401_3736839,9
Atlanta_nadir10_catid_1030010003993E00_735401_3738189,10,1030010003993E00,735401,3738189,735401_3738189,10
Atlanta_nadir10_catid_1030010003993E00_735401_3738639,10,1030010003993E00,735401,3738639,735401_3738639,15
Atlanta_nadir10_catid_1030010003993E00_735401_3739089,10,1030010003993E00,735401,3739089,735401_3739089,4
Atlanta_nadir10_catid_1030010003993E00_735401_3740439,10,1030010003993E00,735401,3740439,735401_3740439,11
Atlanta_nadir10_catid_1030010003993E00_735401_3740889,10,1030010003993E00,735401,3740889,735401_3740889,7
Atlanta_nadir10_catid_1030010003993E00_735401_3741339,10,1030010003993E00,735401,3741339,735401_3741339,12
Atlanta_nadir10_catid_1030010003993E00_735401_3743139,10,1030010003993E00,735401,3743139,735401_3743139,6
Atlanta_nadir10_catid_1030010003993E00_735401_3743589,10,1030010003993E00,735401,3743589,735401_3743589,13
Atlanta_nadir10_catid_1030010003993E00_735851_3720189,10,1030010003993E00,735851,3720189,735851_3720189,6
Atlanta_nadir10_catid_1030010003993E00_735851_3720639,10,1030010003993E00,735851,3720639,735851_3720639,7
Atlanta_nadir10_catid_1030010003993E00_735851_3721539,10,1030010003993E00,735851,3721539,735851_3721539,10
Atlanta_nadir10_catid_1030010003993E00_735851_3721989,10,1030010003993E00,735851,3721989,735851_3721989,1
Atlanta_nadir10_catid_1030010003993E00_735851_3722439,10,1030010003993E00,735851,3722439,735851_3722439,3
Atlanta_nadir10_catid_1030010003993E00_735851_3723339,10,1030010003993E00,735851,3723339,735851_3723339,5
Atlanta_nadir10_catid_1030010003993E00_735851_3724239,10,1030010003993E00,735851,3724239,735851_3724239,4
Atlanta_nadir10_catid_1030010003993E00_735851_3725139,10,1030010003993E00,735851,3725139,735851_3725139,9
Atlanta_nadir10_catid_1030010003993E00_735851_3725589,10,1030010003993E00,735851,3725589,735851_3725589,9
Atlanta_nadir10_catid_1030010003993E00_735851_3728289,10,1030010003993E00,735851,3728289,735851_3728289,11
Atlanta_nadir10_catid_1030010003993E00_735851_3728739,10,1030010003993E00,735851,3728739,735851_3728739,7
Atlanta_nadir10_catid_1030010003993E00_735851_3729189,10,1030010003993E00,735851,3729189,735851_3729189,2
Atlanta_nadir10_catid_1030010003993E00_735851_3729639,10,1030010003993E00,735851,3729639,735851_3729639,14
Atlanta_nadir10_catid_1030010003993E00_735851_3730539,10,1030010003993E00,735851,3730539,735851_3730539,0
Atlanta_nadir10_catid_1030010003993E00_735851_3730989,10,1030010003993E00,735851,3730989,735851_3730989,1
Atlanta_nadir10_catid_1030010003993E00_735851_3732339,10,1030010003993E00,735851,3732339,735851_3732339,3
Atlanta_nadir10_catid_1030010003993E00_735851_3732789,10,1030010003993E00,735851,3732789,735851_3732789,4
Atlanta_nadir10_catid_1030010003993E00_735851_3734139,10,1030010003993E00,735851,3734139,735851_3734139,0
Atlanta_nadir10_catid_1030010003993E00_735851_3734589,10,1030010003993E00,735851,3734589,735851_3734589,10
Atlanta_nadir10_catid_1030010003993E00_735851_3736389,10,1030010003993E00,735851,3736389,735851_3736389,11
Atlanta_nadir10_catid_1030010003993E00_735851_3737289,10,1030010003993E00,735851,3737289,735851_3737289,15
Atlanta_nadir10_catid_1030010003993E00_735851_3738639,10,1030010003993E00,735851,3738639,735851_3738639,5
Atlanta_nadir10_catid_1030010003993E00_735851_3739539,10,1030010003993E00,735851,3739539,735851_3739539,12
Atlanta_nadir10_catid_1030010003993E00_735851_3739989,10,1030010003993E00,735851,3739989,735851_3739989,6
Atlanta_nadir10_catid_1030010003993E00_735851_3740439,10,1030010003993E00,735851,3740439,735851_3740439,2
Atlanta_nadir10_catid_1030010003993E00_735851_3741789,10,1030010003993E00,735851,3741789,735851_3741789,8
Atlanta_nadir10_catid_1030010003993E00_735851_3742689,10,1030010003993E00,735851,3742689,735851_3742689,12
Atlanta_nadir10_catid_1030010003993E00_735851_3743139,10,1030010003993E00,735851,3743139,735851_3743139,8
Atlanta_nadir10_catid_1030010003993E00_735851_3743589,10,1030010003993E00,735851,3743589,735851_3743589,13
Atlanta_nadir10_catid_1030010003993E00_736301_3720189,10,1030010003993E00,736301,3720189,736301_3720189,7
Atlanta_nadir10_catid_1030010003993E00_736301_3720639,10,1030010003993E00,736301,3720639,736301_3720639,7
Atlanta_nadir10_catid_1030010003993E00_736301_3721089,10,1030010003993E00,736301,3721089,736301_3721089,11
Atlanta_nadir10_catid_1030010003993E00_736301_3721539,10,1030010003993E00,736301,3721539,736301_3721539,1
Atlanta_nadir10_catid_1030010003993E00_736301_3721989,10,1030010003993E00,736301,3721989,736301_3721989,3
Atlanta_nadir10_catid_1030010003993E00_736301_3723339,10,1030010003993E00,736301,3723339,736301_3723339,5
Atlanta_nadir10_catid_1030010003993E00_736301_3723789,10,1030010003993E00,736301,3723789,736301_3723789,4
Atlanta_nadir10_catid_1030010003993E00_736301_3724239,10,1030010003993E00,736301,3724239,736301_3724239,9
Atlanta_nadir10_catid_1030010003993E00_736301_3726039,10,1030010003993E00,736301,3726039,736301_3726039,10
Atlanta_nadir10_catid_1030010003993E00_736301_3726489,10,1030010003993E00,736301,3726489,736301_3726489,11
Atlanta_nadir10_catid_1030010003993E00_736301_3726939,10,1030010003993E00,736301,3726939,736301_3726939,8
Atlanta_nadir10_catid_1030010003993E00_736301_3727389,10,1030010003993E00,736301,3727389,736301_3727389,2
Atlanta_nadir10_catid_1030010003993E00_736301_3729189,10,1030010003993E00,736301,3729189,736301_3729189,14
Atlanta_nadir10_catid_1030010003993E00_736301_3730089,10,1030010003993E00,736301,3730089,736301_3730089,4
Atlanta_nadir10_catid_1030010003993E00_736301_3730539,10,1030010003993E00,736301,3730539,736301_3730539,0
Atlanta_nadir10_catid_1030010003993E00_736301_3730989,10,1030010003993E00,736301,3730989,736301_3730989,1
Atlanta_nadir10_catid_1030010003993E00_736301_3732789,10,1030010003993E00,736301,3732789,736301_3732789,3
Atlanta_nadir10_catid_1030010003993E00_736301_3733239,10,1030010003993E00,736301,3733239,736301_3733239,6
Atlanta_nadir10_catid_1030010003993E00_736301_3734589,10,1030010003993E00,736301,3734589,736301_3734589,10
Atlanta_nadir10_catid_1030010003993E00_736301_3735039,10,1030010003993E00,736301,3735039,736301_3735039,12
Atlanta_nadir10_catid_1030010003993E00_736301_3735939,10,1030010003993E00,736301,3735939,736301_3735939,15
Atlanta_nadir10_catid_1030010003993E00_736301_3737739,10,1030010003993E00,736301,3737739,736301_3737739,0
Atlanta_nadir10_catid_1030010003993E00_736301_3738639,10,1030010003993E00,736301,3738639,736301_3738639,12
Atlanta_nadir10_catid_1030010003993E00_736301_3739089,10,1030010003993E00,736301,3739089,736301_3739089,2
Atlanta_nadir10_catid_1030010003993E00_736301_3739539,10,1030010003993E00,736301,3739539,736301_3739539,9
Atlanta_nadir10_catid_1030010003993E00_736301_3740889,10,1030010003993E00,736301,3740889,736301_3740889,5
Atlanta_nadir10_catid_1030010003993E00_736301_3741789,10,1030010003993E00,736301,3741789,736301_3741789,6
Atlanta_nadir10_catid_1030010003993E00_736301_3742239,10,1030010003993E00,736301,3742239,736301_3742239,13
Atlanta_nadir10_catid_1030010003993E00_736301_3742689,10,1030010003993E00,736301,3742689,736301_3742689,8
Atlanta_nadir10_catid_1030010003993E00_736301_3743139,10,1030010003993E00,736301,3743139,736301_3743139,13
Atlanta_nadir10_catid_1030010003993E00_736751_3720639,10,1030010003993E00,736751,3720639,736751_3720639,7
Atlanta_nadir10_catid_1030010003993E00_736751_3721089,10,1030010003993E00,736751,3721089,736751_3721089,7
Atlanta_nadir10_catid_1030010003993E00_736751_3721539,10,1030010003993E00,736751,3721539,736751_3721539,11
